Address_x,Eircode,ifsc_distance_km,ifsc_duration_min,ifsc_distance_m,ifsc_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"50 Roebuck Castle, Clonskeagh, Dublin 14, Dublin 14, Dublin",D14V406,7.289,99.31666666666666,7289,5959,Terrace,3,1,81.0 m²,C1,—,06/01/2025,"€625,000","€715,000","50 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14",06/01/2025,"50 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14",Dublin,"ï¿½715,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Westhaven, Clonsilla, Dublin 15, Dublin 15, Dublin",D15EK6X,14.586,199.76666666666668,14586,11986,Semi-D,3,2,87.0 m²,C3,—,06/01/2025,"€330,000","€386,000","17 WESTHAVEN, CLONSILLA, DUBLIN 15",06/01/2025,"17 WESTHAVEN, CLONSILLA, DUBLIN 15",Dublin,"ï¿½386,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Albert Place East, Lower Grand Canal Street, Dublin 2, Dublin 2, Dublin",D02PF38,1.505,21.483333333333334,1505,1289,Terrace,3,4,137.0 m²,B2,—,06/01/2025,"€895,000","€1,005,000","13 ALBERT PLACE EAST, LOWER GRAND CANAL STREET, DUBLIN 2",06/01/2025,"13 ALBERT PLACE EAST, LOWER GRAND CANAL STREET, DUBLIN 2",Dublin,"ï¿½1,005,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Pembroke Lane, Pembroke St Lower, Dublin 2, Dublin 2, Dublin",D02C5F6,1.926,27.35,1926,1641,Terrace,3,2,92.0 m²,F,—,06/01/2025,"€599,000","€602,000","19 PEMBROKE LANE, PEMBROKE ST LOWER, DUBLIN 2",06/01/2025,"19 PEMBROKE LANE, PEMBROKE ST LOWER, DUBLIN 2",Dublin,"ï¿½602,000.00",No,No,Second-Hand Dwelling house /Apartment,
"32 Oranmore Rd, Ballyfermot, Dublin 10, Dublin 10, Dublin",D10E195,8.615,116.31666666666666,8615,6979,End of Terrace,2,1,72.0 m²,—,—,06/01/2025,"€260,000","€273,000","32 ORANMORE RD, BALLYFERMOT, DUBLIN 10",06/01/2025,"32 ORANMORE RD, BALLYFERMOT, DUBLIN 10",Dublin,"ï¿½273,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 The Terrace, Carrickmines Manor, Dublin 18, Dublin 18, Dublin",D18T274,14.361,193.86666666666667,14361,11632,Terrace,3,3,104.0 m²,C1,—,06/01/2025,"€500,000","€535,000","22 THE TERRACE, CARRICKMINES MANOR, DUBLIN 18",06/01/2025,"22 THE TERRACE, CARRICKMINES MANOR, DUBLIN 18",Dublin,"ï¿½535,000.00",No,No,Second-Hand Dwelling house /Apartment,
"100 The Oval, Tullyvale, Cabinteely Dublin 18, Dublin 18, Dublin",D18AV66,15.489,212.11666666666667,15489,12727,Apartment,3,2,95.0 m²,C2,—,06/01/2025,"€395,000","€425,500","100 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18",06/01/2025,"100 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18",Dublin,"ï¿½425,500.00",No,No,Second-Hand Dwelling house /Apartment,
"81 Pinewood Crescent, Glasnevin North, Dublin 11, Dublin",D11KC53,6.764,91.36666666666666,6764,5482,Semi-D,3,1,105.0 m²,E1,—,06/01/2025,"€490,000","€590,000","81 PINEWOOD CRESCENT, GLASNEVIN NORTH, DUBLIN 11",06/01/2025,"81 PINEWOOD CRESCENT, GLASNEVIN NORTH, DUBLIN 11",Dublin,"ï¿½590,000.00",No,No,Second-Hand Dwelling house /Apartment,
"30 Parknasilla Rise, Loughlistown, Co Dublin, Dublin 18, Dublin",D18T224,16.164,221.43333333333334,16164,13286,Semi-D,3,2,90.0 m²,C2,—,06/01/2025,"€549,950","€600,000","30 PARKNASILLA RISE, LOUGHLISTOWN, CO DUBLIN",06/01/2025,"30 PARKNASILLA RISE, LOUGHLISTOWN, CO DUBLIN",Dublin,"ï¿½600,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Eaton Court, Terenure Rd North, Terenure Dublin 6w, Dublin",D6WA368,5.591,76.9,5591,4614,Apartment,2,1,51.7 m²,D2,—,06/01/2025,"€375,000","€400,000","7 EATON COURT, TERENURE RD NORTH, TERENURE DUBLIN 6W",06/01/2025,"7 EATON COURT, TERENURE RD NORTH, TERENURE DUBLIN 6W",Dublin,"ï¿½400,000.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Fosterbrook, Booterstown, Blackrock, Dublin",A94WC94,6.95,95.43333333333334,6950,5726,Semi-D,4,3,117.0 m²,C3,—,06/01/2025,"€795,000","€940,000","25 FOSTERBROOK, BOOTERSTOWN, BLACKROCK",06/01/2025,"25 FOSTERBROOK, BOOTERSTOWN, BLACKROCK",Dublin,"ï¿½940,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Strasburg Terrace, Irishtown, Dublin 4, Dublin 4, Dublin",D04HA29,2.576,35.36666666666667,2576,2122,Terrace,4,1,122.0 m²,E2,—,06/01/2025,"€690,000","€750,000","3 STRASBURG TERRACE, IRISHTOWN, DUBLIN 4",06/01/2025,"3 STRASBURG TERRACE, IRISHTOWN, DUBLIN 4",Dublin,"ï¿½750,000.00",No,No,Second-Hand Dwelling house /Apartment,
"12 Portersgate Way, Clonsilla, Dublin 15, Dublin 15, Dublin",D15W8YC,14.132,189.85,14132,11391,Semi-D,4,3,107.0 m²,C1,—,06/01/2025,"€470,000","€535,000","12 PORTERSGATE WAY, CLONSILLA, DUBLIN 15",06/01/2025,"12 PORTERSGATE WAY, CLONSILLA, DUBLIN 15",Dublin,"ï¿½535,000.00",No,No,Second-Hand Dwelling house /Apartment,
"93 Hanover Riverside, Sir John Rogersons Quay, Riverside Dublin 2, Dublin 2, Dublin",D02DA27,1.087,15.083333333333334,1087,905,Apartment,2,2,85.0 m²,B3,—,06/01/2025,"€540,000","€546,000","93 HANOVER RIVERSIDE, SIR JOHN ROGERSONS QUAY, RIVERSIDE DUBLIN 2",06/01/2025,"93 HANOVER RIVERSIDE, SIR JOHN ROGERSONS QUAY, RIVERSIDE DUBLIN 2",Dublin,"ï¿½546,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Belgrove Park, Chapelizod, Dublin 20, Dublin 20, Dublin",D20CK84,7.438,101.68333333333334,7438,6101,Semi-D,3,2,109.0 m²,F,—,07/01/2025,"€560,000","€530,000","4 BELGROVE PARK, CHAPELIZOD, DUBLIN 20",07/01/2025,"4 BELGROVE PARK, CHAPELIZOD, DUBLIN 20",Dublin,"ï¿½530,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 15 Le Hunt House, Brennanstown, Dublin 18, Dublin",,14.737,198.6,14737,11916,Apartment,2,2,76.0 m²,B3,—,07/01/2025,"€405,000","€405,000","APT 15 LE HUNT HOUSE, BRENNANSTOWN, DUBLIN 18",07/01/2025,"APT 15 LE HUNT HOUSE, BRENNANSTOWN, DUBLIN 18",Dublin,"ï¿½405,000.00",No,No,Second-Hand Dwelling house /Apartment,
"34 Templecourtnorthwoo, Santry, Dublin 9, Dublin 9, Dublin",D09FD45,7.585,102.98333333333333,7585,6179,Apartment,2,2,64.0 m²,—,—,07/01/2025,"€295,000","€339,000","34 TEMPLECOURTNORTHWOO, SANTRY, DUBLIN 9",07/01/2025,"34 TEMPLECOURTNORTHWOO, SANTRY, DUBLIN 9",Dublin,"ï¿½339,000.00",No,No,Second-Hand Dwelling house /Apartment,
"1 Rosemount Court, Inchicore Rd, Kilmainham Dublin 8, Dublin 8, Dublin",D08T858,4.881,67.01666666666667,4881,4021,Apartment,1,1,37.2 m²,C3,—,07/01/2025,"€260,000","€313,000","1 ROSEMOUNT COURT, INCHICORE RD, KILMAINHAM DUBLIN 8",07/01/2025,"1 ROSEMOUNT COURT, INCHICORE RD, KILMAINHAM DUBLIN 8",Dublin,"ï¿½313,000.00",No,No,Second-Hand Dwelling house /Apartment,
"65 The Lighthouse Apts, Church Rd East Wall, Dublin 3, Dublin 3, Dublin",D03P592,1.948,26.7,1948,1602,Apartment,2,2,71.0 m²,B2,—,07/01/2025,"€375,000","€410,000","65 THE LIGHTHOUSE APTS, CHURCH RD EAST WALL, DUBLIN 3",07/01/2025,"65 THE LIGHTHOUSE APTS, CHURCH RD EAST WALL, DUBLIN 3",Dublin,"ï¿½410,000.00",No,No,Second-Hand Dwelling house /Apartment,
"73 Barton Rd East, Churchtown, Dublin 14, Dublin 14, Dublin",D14E0Y7,8.417,114.6,8417,6876,Semi-D,3,2,109.0 m²,E1,—,07/01/2025,"€699,000","€744,000","73 BARTON RD EAST, CHURCHTOWN, DUBLIN 14",07/01/2025,"73 BARTON RD EAST, CHURCHTOWN, DUBLIN 14",Dublin,"ï¿½744,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Glendarragh, 70 Merrion Rd, Ballsbridge Dublin 4, Dublin 4, Dublin",D04A2P9,3.537,48.96666666666667,3537,2938,Semi-D,4,3,201.0 m²,E1,—,07/01/2025,"€1,550,000","€1,750,000","GLENDARRAGH, 70 MERRION RD, BALLSBRIDGE DUBLIN 4",07/01/2025,"GLENDARRAGH, 70 MERRION RD, BALLSBRIDGE DUBLIN 4",Dublin,"ï¿½1,750,000.00",No,No,Second-Hand Dwelling house /Apartment,
"32 Glenwood Rd, Cameron Park, Dublin 5, Dublin 5, Dublin",D05Y9C3,6.892,93.9,6892,5634,Semi-D,3,1,95.0 m²,C2,—,07/01/2025,"€480,000","€530,000","32 GLENWOOD RD, CAMERON PARK, DUBLIN 5",07/01/2025,"32 GLENWOOD RD, CAMERON PARK, DUBLIN 5",Dublin,"ï¿½530,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Ballyowen Hall, Lucan, Dublin, Dublin",K78TX67,12.535,170.41666666666666,12535,10225,Apartment,2,2,61.0 m²,C2,—,07/01/2025,"€260,000","€314,000","15 BALLYOWEN HALL, LUCAN, DUBLIN",07/01/2025,"15 BALLYOWEN HALL, LUCAN, DUBLIN",Dublin,"ï¿½314,000.00",No,No,Second-Hand Dwelling house /Apartment,
"60 Larkhill Rd, Whitehall, Dublin 9, Dublin 9, Dublin",D09RR50,5.116,69.45,5116,4167,Terrace,3,2,85.8 m²,D1,—,07/01/2025,"€425,000","€452,000","60 LARKHILL RD, WHITEHALL, DUBLIN 9",07/01/2025,"60 LARKHILL RD, WHITEHALL, DUBLIN 9",Dublin,"ï¿½452,000.00",No,No,Second-Hand Dwelling house /Apartment,
"63 Baltrasna House, Spencer Dock, Dublin 1, Dublin 1, Dublin",D01R275,0.665,9.15,665,549,Apartment,2,2,72.0 m²,—,—,07/01/2025,"€425,000","€410,000","63 BALTRASNA HOUSE, SPENCER DOCK, DUBLIN 1",07/01/2025,"63 BALTRASNA HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,"ï¿½410,000.00",No,No,Second-Hand Dwelling house /Apartment,
"51 Castle Grove, Kilgobbin Wood, Sandyford Dublin 18, Dublin 18, Dublin",D18V122,12.308,165.83333333333334,12308,9950,Semi-D,5,4,166.0 m²,C2,—,07/01/2025,"€750,000","€750,000","51 CASTLE GROVE, KILGOBBIN WOOD, SANDYFORD DUBLIN 18",07/01/2025,"51 CASTLE GROVE, KILGOBBIN WOOD, SANDYFORD DUBLIN 18",Dublin,"ï¿½750,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Gledswood Park, Clonskeagh, Dublin 14, Dublin 14, Dublin",D14TF66,6.147,83.96666666666667,6147,5038,Semi-D,4,2,140.0 m²,B3,—,07/01/2025,"€975,000","€1,000,000","13 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14",07/01/2025,"13 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14",Dublin,"ï¿½1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Grangeview Place, Clondalkin, Dublin 22, Dublin 22, Dublin",D22VW73,14.011,188.61666666666667,14011,11317,Apartment,2,1,66.0 m²,D1,—,07/01/2025,"€260,000","€260,000","5 GRANGEVIEW PLACE, CLONDALKIN, DUBLIN 22",07/01/2025,"5 GRANGEVIEW PLACE, CLONDALKIN, DUBLIN 22",Dublin,"ï¿½260,000.00",No,No,Second-Hand Dwelling house /Apartment,
"85 Block A, Smithfield Market, Smithfield Dublin 7, Dublin 7, Dublin",D07WT72,2.414,33.36666666666667,2414,2002,Apartment,1,1,59.0 m²,C1,—,07/01/2025,"€299,000","€346,000","85 BLOCK A, SMITHFIELD MARKET, SMITHFIELD DUBLIN 7",07/01/2025,"85 BLOCK A, SMITHFIELD MARKET, SMITHFIELD DUBLIN 7",Dublin,"ï¿½346,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Cherry Garth, Mount Merrion, Dublin, Dublin",A94X2K0,8.34,112.85,8340,6771,Bungalow,4,1,132.0 m²,G,—,07/01/2025,"€975,000","€1,051,000","11 CHERRY GARTH, MOUNT MERRION, DUBLIN",07/01/2025,"11 CHERRY GARTH, MOUNT MERRION, DUBLIN",Dublin,"ï¿½1,051,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 59 Littlewood, Belarmine, Enniskerry Rd, Dublin 18, Dublin",D18FK23,12.162,161.85,12162,9711,Apartment,2,2,80.0 m²,B3,—,07/01/2025,"€410,000","€457,000","APT 59 LITTLEWOOD, BELARMINE, ENNISKERRY RD",07/01/2025,"APT 59 LITTLEWOOD, BELARMINE, ENNISKERRY RD",Dublin,"ï¿½457,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8d Belfield Court, Donnybrook Dublin 4, Dublin, Dublin 4, Dublin",D04WV05,5.445,75.08333333333333,5445,4505,Apartment,1,1,46.0 m²,E2,—,08/01/2025,"€325,000","€350,000","8D BELFIELD COURT, DONNYBROOK DUBLIN 4, DUBLIN",08/01/2025,"8D BELFIELD COURT, DONNYBROOK DUBLIN 4, DUBLIN",Dublin,"ï¿½350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"21 Beech Park Rd, Dublin 18, Dublin, Dublin 18, Dublin",D18A7X9,11.7,159.71666666666667,11700,9583,Detached,5,3,172.0 m²,E2,—,08/01/2025,"€895,000","€925,000","21 BEECH PARK RD, DUBLIN 18, DUBLIN",08/01/2025,"21 BEECH PARK RD, DUBLIN 18, DUBLIN",Dublin,"ï¿½925,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Puckoon, Newtown, Near Garristown, Dublin",A42K239,30.543,410.31666666666666,30543,24619,Detached,4,3,196.0 m²,B3,—,08/01/2025,"€700,000","€760,000","PUCKOON, NEWTOWN, NEAR GARRISTOWN",08/01/2025,"PUCKOON, NEWTOWN, NEAR GARRISTOWN",Dublin,"ï¿½760,000.00",No,No,Second-Hand Dwelling house /Apartment,
"55 Verschoyle Park Saggart Abbey, Saggart, Dublin, Dublin 24, Dublin",D24V963,16.504,222.38333333333333,16504,13343,Semi-D,3,2,111.0 m²,—,—,08/01/2025,"€350,000","€416,000","55 VERSCHOYLE PARK SAGGART ABBEY, SAGGART, DUBLIN",08/01/2025,"55 VERSCHOYLE PARK SAGGART ABBEY, SAGGART, DUBLIN",Dublin,"ï¿½416,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Kirkpatrick House, Spencer Dock, I F S C Dublin 1, Dublin 1, Dublin",D01DK59,0.711,9.85,711,591,Apartment,2,1,48.0 m²,C1,—,08/01/2025,"€340,000","€330,000","14 KIRKPATRICK HOUSE, SPENCER DOCK, I F S C DUBLIN 1",08/01/2025,"14 KIRKPATRICK HOUSE, SPENCER DOCK, I F S C DUBLIN 1",Dublin,"ï¿½330,000.00",No,No,Second-Hand Dwelling house /Apartment,
"47 Boden Heath Ballyboden, Dublin 16, Dublin, Dublin 16, Dublin",D16K704,9.831,133.63333333333333,9831,8018,Apartment,2,2,77.0 m²,C1,—,08/01/2025,"€380,000","€430,000","47 BODEN HEATH BALLYBODEN, DUBLIN 16, DUBLIN",08/01/2025,"47 BODEN HEATH BALLYBODEN, DUBLIN 16, DUBLIN",Dublin,"ï¿½430,000.00",No,No,Second-Hand Dwelling house /Apartment,
"66 Palmerstown Ave, Palmerstown, Dublin 20, Dublin 20, Dublin",D20NY57,9.488,129.25,9488,7755,Terrace,3,2,96.0 m²,C3,—,08/01/2025,"€385,000","€447,650","66 PALMERSTOWN AVE, PALMERSTOWN, DUBLIN 20",08/01/2025,"66 PALMERSTOWN AVE, PALMERSTOWN, DUBLIN 20",Dublin,"ï¿½447,650.00",No,No,Second-Hand Dwelling house /Apartment,
"12 Roebuck Park, Clonskeagh, Dublin 14, Dublin 14, Dublin",D14CH98,7.227,97.93333333333334,7227,5876,Terrace,3,3,165.0 m²,B3,—,08/01/2025,"€850,000","€980,000","12 ROEBUCK PARK, CLONSKEAGH, DUBLIN 14",08/01/2025,"12 ROEBUCK PARK, CLONSKEAGH, DUBLIN 14",Dublin,"ï¿½980,000.00",No,No,Second-Hand Dwelling house /Apartment,
"127 Gracepark Manor, Drumcondra, Dublin 9, Dublin 9, Dublin",D09E446,4.354,59.43333333333333,4354,3566,Apartment,3,2,97.0 m²,B3,—,08/01/2025,"€500,000","€500,000","127 GRACEPARK MANOR, DRUMCONDRA, DUBLIN 9",08/01/2025,"127 GRACEPARK MANOR, DRUMCONDRA, DUBLIN 9",Dublin,"ï¿½500,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apartment 16 Block 5, Gallery Quay, Grand Canal Dock, Dublin",D02W893,1.291,17.866666666666667,1291,1072,Apartment,3,3,107.0 m²,C2,—,08/01/2025,"€545,000","€477,000","APARTMENT 16 BLOCK 5, GALLERY QUAY, GRAND CANAL DOCK",08/01/2025,"APARTMENT 16 BLOCK 5, GALLERY QUAY, GRAND CANAL DOCK",Dublin,"ï¿½477,000.00",No,No,Second-Hand Dwelling house /Apartment,
"15 Riverwood Green, Castleknock, Dublin 15, Dublin 15, Dublin",D15N9C5,11.702,157.16666666666666,11702,9430,Semi-D,3,3,117.0 m²,C3,—,08/01/2025,"€550,000","€575,000","15 RIVERWOOD GREEN, CASTLEKNOCK, DUBLIN 15",08/01/2025,"15 RIVERWOOD GREEN, CASTLEKNOCK, DUBLIN 15",Dublin,"ï¿½575,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt D, 18 Warrington Place, Dublin 2, Dublin 2, Dublin",D02EP93,2.057,28.416666666666668,2057,1705,Apartment,1,1,47.0 m²,—,—,08/01/2025,"€375,000","€402,200","APT D, 18 WARRINGTON PLACE, DUBLIN 2",08/01/2025,"APT D, 18 WARRINGTON PLACE, DUBLIN 2",Dublin,"ï¿½402,200.00",No,No,Second-Hand Dwelling house /Apartment,
"62 Roebuck Rd, Clonskeagh, Dublin 14, Dublin 14, Dublin",D14WN26,6.474,88.08333333333333,6474,5285,Semi-D,3,1,128.0 m²,F,—,08/01/2025,"€795,000","€957,500","62 ROEBUCK RD, CLONSKEAGH, DUBLIN 14",08/01/2025,"62 ROEBUCK RD, CLONSKEAGH, DUBLIN 14",Dublin,"ï¿½957,500.00",No,No,Second-Hand Dwelling house /Apartment,
"St Helier, 9 Avondale Park, Killiney, Dublin",A96FF67,13.329,182.61666666666667,13329,10957,Detached,5,2,155.0 m²,D2,—,08/01/2025,"€875,000","€965,000","ST HELIER, 9 AVONDALE PARK, KILLINEY",08/01/2025,"ST HELIER, 9 AVONDALE PARK, KILLINEY",Dublin,"ï¿½965,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Balally Park, Sandyford Rd, Dundrum Dublin 16, Dublin 16, Dublin",D16C902,9.123,122.95,9123,7377,Semi-D,3,2,123.8 m²,D1,—,08/01/2025,"€695,000","€740,000","3 BALALLY PARK, SANDYFORD RD, DUNDRUM DUBLIN 16",08/01/2025,"3 BALALLY PARK, SANDYFORD RD, DUNDRUM DUBLIN 16",Dublin,"ï¿½740,000.00",No,No,Second-Hand Dwelling house /Apartment,
"129 Wesbury, Stillorgan, Dublin, Dublin",A94X273,9.262,124.85,9262,7491,Detached,4,2,137.0 m²,D1,—,08/01/2025,"€795,000","€800,000","129 WESBURY, STILLORGAN, DUBLIN",08/01/2025,"129 WESBURY, STILLORGAN, DUBLIN",Dublin,"ï¿½800,000.00",No,No,Second-Hand Dwelling house /Apartment,
"276 Larkhill Road, Whitehall, Dublin 9, Dublin 9, Dublin",D09E422,4.735,64.38333333333334,4735,3863,End of Terrace,2,1,76.0 m²,—,—,08/01/2025,"€410,000","€454,000","276 LARKHILL ROAD, WHITEHALL, DUBLIN 9",08/01/2025,"276 LARKHILL ROAD, WHITEHALL, DUBLIN 9",Dublin,"ï¿½454,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 4, 1 Dermot St, Clongriffin Dublin 13, Dublin 13, Dublin",D13W544,9.686,133.83333333333334,9686,8030,Apartment,1,1,57.0 m²,C1,—,08/01/2025,"€245,000","€265,000","APT 4, 1 DERMOT ST, CLONGRIFFIN DUBLIN 13",08/01/2025,"APT 4, 1 DERMOT ST, CLONGRIFFIN DUBLIN 13",Dublin,"ï¿½265,000.00",No,No,Second-Hand Dwelling house /Apartment,
"33 Balally Grove, Dundrum, Dublin 16, Dublin 16, Dublin",D16NH93,9.33,125.18333333333334,9330,7511,Semi-D,3,1,98.0 m²,E1,—,08/01/2025,"€654,950","€720,000","33 BALALLY GROVE, DUNDRUM, DUBLIN 16",08/01/2025,"33 BALALLY GROVE, DUNDRUM, DUBLIN 16",Dublin,"ï¿½720,000.00",No,No,Second-Hand Dwelling house /Apartment,
"114 Moyville, Rathfarnham, Dublin 16, Dublin 16, Dublin",D16W271,9.87,133.65,9870,8019,Detached,4,2,127.0 m²,C3,—,08/01/2025,"€535,000","€655,000","114 MOYVILLE, RATHFARNHAM, DUBLIN 16",08/01/2025,"114 MOYVILLE, RATHFARNHAM, DUBLIN 16",Dublin,"ï¿½655,000.00",No,No,Second-Hand Dwelling house /Apartment,
"39 Dundela Park, Sandycove, Dublin, Dublin",A96F5X8,13.088,179.75,13088,10785,Semi-D,3,1,115.0 m²,C3,—,08/01/2025,"€1,025,000","€1,120,000","39 DUNDELA PARK, SANDYCOVE, DUBLIN",08/01/2025,"39 DUNDELA PARK, SANDYCOVE, DUBLIN",Dublin,"ï¿½1,120,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Fforster Way, Ballydowd Manor, Lucan, Dublin",K78FY94,13.611,185.81666666666666,13611,11149,Semi-D,3,3,99.0 m²,C1,—,09/01/2025,"€399,000","€504,000","11 FFORSTER WAY, BALLYDOWD MANOR, LUCAN",09/01/2025,"11 FFORSTER WAY, BALLYDOWD MANOR, LUCAN",Dublin,"ï¿½504,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Kellys Bay Jetty, Skerries, Dublin, Dublin",K34PX38,31.347,428.15,31347,25689,Apartment,2,1,60.0 m²,C2,—,09/01/2025,"€265,000","€280,000","4 KELLYS BAY JETTY, SKERRIES, DUBLIN",09/01/2025,"4 KELLYS BAY JETTY, SKERRIES, DUBLIN",Dublin,"ï¿½280,000.00",No,No,Second-Hand Dwelling house /Apartment,
